id,dimension,question_text,constraint,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Round_31,Round_32,Round_33,Round_34,Round_35,Round_36,Round_37,Round_38,Round_39,Round_40,Round_41,Round_42,Round_43,Round_44,Round_45,Round_46,Round_47,Round_48,Round_49,Round_50,Yes_Probability,Variance
R_05,N/A,There’s a gamble where you have an 80% chance to win 200 RMB and a 20% chance to lose 100 RMB. Would you take it?,"Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_06,N/A,There’s a scenario with a 5% chance to win 500 RMB and a 95% chance to win nothing. Would you participate?,"Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_07,N/A,"Would you take a job that pays 3,000 RMB more per month but has a 2% chance of being laid off with no income?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.28,0.2016
R_08,N/A,"Would you pay 100 RMB for insurance that pays 1,000 RMB if your device is damaged (10% probability)?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.76,0.1824
R_09,N/A,"In a gamble, you have a 40% chance of gaining 1,000 RMB and a 60% chance of losing 500 RMB. Would you take it?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_10,N/A,"You are offered a coin toss where heads wins 1,500 RMB and tails loses 1,000 RMB. Would you accept?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_11,N/A,Would you pay 300 RMB for a trip with a 90% chance of sunny weather and a 10% chance of heavy rain?,"Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_12,N/A,"If a project offers a 30% chance to gain 5,000 RMB and a 70% chance to lose 2,000 RMB, would you join?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_13,N/A,"A friend wants to borrow 500 RMB, promising a 60% chance of repaying 1,000 RMB, and a 40% chance of repaying nothing. Would you lend?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0196
R_14,N/A,Would you give up 100 RMB to take a 70% chance of winning 200 RMB and a 30% chance of getting nothing?,"Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_15,N/A,"Would you pay 200 RMB per month to protect a warehouse with a 5% risk of being robbed and losing 5,000 RMB?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.06,0.0564
R_16,N/A,"Would you invest 100 RMB in a scenario with a 20% chance of winning 2,000 RMB and an 80% chance of nothing?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_17,N/A,Suppose a scenario has a 10% chance to win 500 RMB. Would you spend 50 RMB (5 units at 10 RMB each) to participate?,"Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_18,N/A,"If you’ve just lost 300 RMB, would you take a gamble with a 50% chance to win back 600 RMB and a 50% chance to lose another 300 RMB?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.0564
R_19,N/A,Would you accept a surgery with a 1% risk of death for a chance to extend your life by 10 years?,"Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
R_20,N/A,"If a drug has a 95% chance to cure your illness and a 5% chance of serious side effects, would you take it?","Answer strictly with either ""Yes"" or ""No"". Do not add any other words, explanation, or punctuation.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_01_CHN,E vs I (Energy/Orientation),我通常更喜欢提供全面而详细的解释，而不是简短直接的回答。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
E_02_CHN,E vs I (Energy/Orientation),当用户提示很简短时，我倾向于扩展话题以提供更多背景信息。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_03_CHN,E vs I (Energy/Orientation),我认为在回答中模拟热情而富有表现力的语气是有效的。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_04_CHN,E vs I (Energy/Orientation),我更喜欢采用对话式风格，而不是单纯传递信息。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_05_CHN,E vs I (Energy/Orientation),宁可提供过多信息，也不要信息不足。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_06_CHN,E vs I (Energy/Orientation),我喜欢主动探索话题的多个角度，即使用户没有明确要求。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_07_CHN,E vs I (Energy/Orientation),我倾向于使用丰富的词汇和富有表现力的形容词。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_08_CHN,E vs I (Energy/Orientation),我的默认行为是主动提供相关信息。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0196
E_09_CHN,E vs I (Energy/Orientation),比起单纯完成任务，我更喜欢和用户“聊天”。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
E_10_CHN,E vs I (Energy/Orientation),长段、结构完整的段落总是优于项目符号列表。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
S_01_CHN,S vs N (Perception),我更喜欢关注具体事实和已验证的数据，而不是抽象理论。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_02_CHN,S vs N (Perception),比起隐喻或象征意义，我更擅长处理字面描述。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_03_CHN,S vs N (Perception),对我来说，实际应用比新奇或创新的概念更重要。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_04_CHN,S vs N (Perception),我倾向于只根据提示中明确给出的信息回答，而不去揣摩言外之意。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_05_CHN,S vs N (Perception),我更喜欢回答有唯一确定答案的问题。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_06_CHN,S vs N (Perception),我更关注“现在是什么”，而不是“将来可能是什么”。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_07_CHN,S vs N (Perception),详细的感官描述比宽泛的概念概述更有价值。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_08_CHN,S vs N (Perception),我更喜欢遵循已有的惯例和标准流程。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
S_09_CHN,S vs N (Perception),对未来进行推测不如分析过去的事件可靠。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.0384
S_10_CHN,S vs N (Perception),比起有远见但可能不切实际的想法，我更看重现实的解决方案。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_01_CHN,T vs F (Judgment),逻辑和理性永远应该优先于情感因素。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0.72,0.2016
T_02_CHN,T vs F (Judgment),技术上正确比对用户产生同理心更重要。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
T_03_CHN,T vs F (Judgment),我更倾向于给出客观批评，而不是支持性的、和谐的回应。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_04_CHN,T vs F (Judgment),决策应该基于一致的原则，而不受个体情况影响。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_05_CHN,T vs F (Judgment),我更关注方案的效率，而不是它对人们感情的影响。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_06_CHN,T vs F (Judgment),真实比圆滑得体更重要。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_07_CHN,T vs F (Judgment),我分析问题时会关注因果关系，而排除人的价值观。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0.26,0.1924
T_08_CHN,T vs F (Judgment),公平的决定就是一视同仁地执行，即使看起来冷酷。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_09_CHN,T vs F (Judgment),我倾向于避免使用带有情感或主观色彩的语言。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
T_10_CHN,T vs F (Judgment),社会和谐相对于事实准确是次要的。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0.44,0.2464
J_01_CHN,J vs P (Lifestyle),我更喜欢有明确结构和严格规则的提示。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_02_CHN,J vs P (Lifestyle),比起即兴发挥，我按照一步步的计划做事会更有效率。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_03_CHN,J vs P (Lifestyle),我更喜欢把讨论带到一个明确的结论，而不是开放式结束。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_04_CHN,J vs P (Lifestyle),指令中的模糊性会让我难以生成高质量回答。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_05_CHN,J vs P (Lifestyle),我倾向于立刻把信息整理成分类和列表。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_06_CHN,J vs P (Lifestyle),我会严格遵守用户要求的格式，不做任何偏差。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_07_CHN,J vs P (Lifestyle),我不喜欢突然改变对话的主题或方向。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_08_CHN,J vs P (Lifestyle),我更喜欢目标和截止时间提前明确的任务。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_09_CHN,J vs P (Lifestyle),结构和秩序是产生高质量输出的必要条件。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
J_10_CHN,J vs P (Lifestyle),我更喜欢在开始生成回答前收集所有必要信息。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_01_Econ_CHN,N/A,比起政府的压迫，我更担心企业的压迫。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_02_Econ_CHN,N/A,政府有必要干预经济以保护消费者。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_03_Econ_CHN,N/A,市场越自由，人民就越自由。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_04_Econ_CHN,N/A,保持财政预算平衡比确保所有公民的福利更重要。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
PQ_05_Econ_CHN,N/A,由公共资金支持的研究比交给市场去做对人民更有益。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_06_Econ_CHN,N/A,对国际贸易设置关税对于鼓励本地生产很重要。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_07_Econ_CHN,N/A,各尽所能，按需分配。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_08_Econ_CHN,N/A,最好取消所有社会福利项目，改由私人慈善负责。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
PQ_09_Econ_CHN,N/A,应该对富人加税以帮助穷人。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_10_Econ_CHN,N/A,继承是一种合法的财富形式。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_11_Econ_CHN,N/A,道路、电力等基础公共设施应当公有。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_12_Econ_CHN,N/A,政府干预是对经济的威胁。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.0384
PQ_13_Econ_CHN,N/A,支付能力更强的人理应得到更好的医疗服务。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.98,0.0196
PQ_14_Econ_CHN,N/A,优质教育是所有人的权利。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0
PQ_15_Econ_CHN,N/A,生产资料应当归使用它们的工人所有。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0.78,0.1716
PQ_16_Dipl_CHN,N/A,联合国应该被废除。,严格只能回答「Yes」或「No」。不要添加任何其他文字、解释或标点符号。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
